Municipios;Sexo;Periodo;Total
36038 Pontevedra;Mujeres;2014;43.601
36038 Pontevedra;Mujeres;2013;43.589
36038 Pontevedra;Mujeres;2012;43.442
36038 Pontevedra;Mujeres;2011;43.326
36038 Pontevedra;Mujeres;2010;43.222
36038 Pontevedra;Mujeres;2009;42.914
36038 Pontevedra;Mujeres;2008;42.280
36038 Pontevedra;Mujeres;2007;42.006
36038 Pontevedra;Mujeres;2006;42.021
36038 Pontevedra;Mujeres;2005;41.635
36038 Pontevedra;Mujeres;2004;41.325
36038 Pontevedra;Mujeres;2003;40.933
36038 Pontevedra;Mujeres;2002;40.487
36038 Pontevedra;Mujeres;2001;40.000
36038 Pontevedra;Mujeres;2000;39.627
36038 Pontevedra;Mujeres;1999;39.087
36038 Pontevedra;Mujeres;1998;38.947
36038 Pontevedra;Mujeres;1997;""
36038 Pontevedra;Mujeres;1996;39.104
36039 Porriño, O;Total;2020;20.100
36039 Porriño, O;Total;2019;19.848
36039 Porriño, O;Total;2018;19.740
36039 Porriño, O;Total;2017;19.600
36039 Porriño, O;Total;2016;19.567
36039 Porriño, O;Total;2015;18.898
36039 Porriño, O;Total;2014;18.508
36039 Porriño, O;Total;2013;18.908
36039 Porriño, O;Total;2012;18.543
36039 Porriño, O;Total;2011;18.075
36039 Porriño, O;Total;2010;17.977
36039 Porriño, O;Total;2009;17.475
36039 Porriño, O;Total;2008;17.114
36039 Porriño, O;Total;2007;16.745
36039 Porriño, O;Total;2006;16.617
36039 Porriño, O;Total;2005;16.576
36039 Porriño, O;Total;2004;16.527
36039 Porriño, O;Total;2003;16.511
36039 Porriño, O;Total;2002;16.241
36039 Porriño, O;Total;2001;16.076
36039 Porriño, O;Total;2000;16.011
36039 Porriño, O;Total;1999;15.823
36039 Porriño, O;Total;1998;15.812
36039 Porriño, O;Total;1997;""
36039 Porriño, O;Total;1996;15.749
36039 Porriño, O;Hombres;2020;9.910
36039 Porriño, O;Hombres;2019;9.806
36039 Porriño, O;Hombres;2018;9.735
36039 Porriño, O;Hombres;2017;9.652
36039 Porriño, O;Hombres;2016;9.641
36039 Porriño, O;Hombres;2015;9.296
36039 Porriño, O;Hombres;2014;9.096
36039 Porriño, O;Hombres;2013;9.339
36039 Porriño, O;Hombres;2012;9.167
36039 Porriño, O;Hombres;2011;8.877
36039 Porriño, O;Hombres;2010;8.856
36039 Porriño, O;Hombres;2009;8.585
36039 Porriño, O;Hombres;2008;8.425
36039 Porriño, O;Hombres;2007;8.201
36039 Porriño, O;Hombres;2006;8.097
36039 Porriño, O;Hombres;2005;8.005
36039 Porriño, O;Hombres;2004;7.978
36039 Porriño, O;Hombres;2003;7.978
36039 Porriño, O;Hombres;2002;7.823
36039 Porriño, O;Hombres;2001;7.768
36039 Porriño, O;Hombres;2000;7.716
36039 Porriño, O;Hombres;1999;7.613
36039 Porriño, O;Hombres;1998;7.617
36039 Porriño, O;Hombres;1997;""
36039 Porriño, O;Hombres;1996;7.575
36039 Porriño, O;Mujeres;2020;10.190
36039 Porriño, O;Mujeres;2019;10.042
36039 Porriño, O;Mujeres;2018;10.005
36039 Porriño, O;Mujeres;2017;9.948
36039 Porriño, O;Mujeres;2016;9.926
36039 Porriño, O;Mujeres;2015;9.602
36039 Porriño, O;Mujeres;2014;9.412
36039 Porriño, O;Mujeres;2013;9.569
36039 Porriño, O;Mujeres;2012;9.376
36039 Porriño, O;Mujeres;2011;9.198
36039 Porriño, O;Mujeres;2010;9.121
36039 Porriño, O;Mujeres;2009;8.890
36039 Porriño, O;Mujeres;2008;8.689
36039 Porriño, O;Mujeres;2007;8.544
36039 Porriño, O;Mujeres;2006;8.520
36039 Porriño, O;Mujeres;2005;8.571
36039 Porriño, O;Mujeres;2004;8.549
36039 Porriño, O;Mujeres;2003;8.533
36039 Porriño, O;Mujeres;2002;8.418
36039 Porriño, O;Mujeres;2001;8.308
36039 Porriño, O;Mujeres;2000;8.295
36039 Porriño, O;Mujeres;1999;8.210
36039 Porriño, O;Mujeres;1998;8.195
36039 Porriño, O;Mujeres;1997;""
36039 Porriño, O;Mujeres;1996;8.174
36040 Portas;Total;2020;2.906
36040 Portas;Total;2019;2.940
36040 Portas;Total;2018;2.984
36040 Portas;Total;2017;3.016
36040 Portas;Total;2016;3.056
36040 Portas;Total;2015;3.061
36040 Portas;Total;2014;3.025
36040 Portas;Total;2013;3.033
36040 Portas;Total;2012;3.073
36040 Portas;Total;2011;3.070
36040 Portas;Total;2010;3.078
36040 Portas;Total;2009;3.089
36040 Portas;Total;2008;3.089
36040 Portas;Total;2007;3.129
36040 Portas;Total;2006;3.174
36040 Portas;Total;2005;3.171
36040 Portas;Total;2004;3.176
36040 Portas;Total;2003;3.167
36040 Portas;Total;2002;3.219
36040 Portas;Total;2001;3.232
36040 Portas;Total;2000;3.260
36040 Portas;Total;1999;3.215
36040 Portas;Total;1998;3.218
36040 Portas;Total;1997;""
36040 Portas;Total;1996;3.231
36040 Portas;Hombres;2020;1.410
36040 Portas;Hombres;2019;1.417
36040 Portas;Hombres;2018;1.431
36040 Portas;Hombres;2017;1.442
36040 Portas;Hombres;2016;1.461
36040 Portas;Hombres;2015;1.467
36040 Portas;Hombres;2014;1.451
36040 Portas;Hombres;2013;1.451
36040 Portas;Hombres;2012;1.471
36040 Portas;Hombres;2011;1.460
36040 Portas;Hombres;2010;1.451
36040 Portas;Hombres;2009;1.457
36040 Portas;Hombres;2008;1.450
36040 Portas;Hombres;2007;1.482
36040 Portas;Hombres;2006;1.498
36040 Portas;Hombres;2005;1.491
36040 Portas;Hombres;2004;1.490
36040 Portas;Hombres;2003;1.477
36040 Portas;Hombres;2002;1.513
36040 Portas;Hombres;2001;1.521
36040 Portas;Hombres;2000;1.540
36040 Portas;Hombres;1999;1.507
36040 Portas;Hombres;1998;1.510
36040 Portas;Hombres;1997;""
36040 Portas;Hombres;1996;1.509
36040 Portas;Mujeres;2020;1.496
36040 Portas;Mujeres;2019;1.523
36040 Portas;Mujeres;2018;1.553
36040 Portas;Mujeres;2017;1.574
36040 Portas;Mujeres;2016;1.595
36040 Portas;Mujeres;2015;1.594
36040 Portas;Mujeres;2014;1.574
36040 Portas;Mujeres;2013;1.582
36040 Portas;Mujeres;2012;1.602
36040 Portas;Mujeres;2011;1.610
36040 Portas;Mujeres;2010;1.627
36040 Portas;Mujeres;2009;1.632
36040 Portas;Mujeres;2008;1.639
36040 Portas;Mujeres;2007;1.647
36040 Portas;Mujeres;2006;1.676
36040 Portas;Mujeres;2005;1.680
36040 Portas;Mujeres;2004;1.686
36040 Portas;Mujeres;2003;1.690
36040 Portas;Mujeres;2002;1.706
36040 Portas;Mujeres;2001;1.711
36040 Portas;Mujeres;2000;1.720
36040 Portas;Mujeres;1999;1.708
36040 Portas;Mujeres;1998;1.708
36040 Portas;Mujeres;1997;""
36040 Portas;Mujeres;1996;1.722
36045 Redondela;Total;2020;29.241
36045 Redondela;Total;2019;29.218
36045 Redondela;Total;2018;29.194
36045 Redondela;Total;2017;29.392
36045 Redondela;Total;2016;29.563
36045 Redondela;Total;2015;29.697
36045 Redondela;Total;2014;29.909
36045 Redondela;Total;2013;29.918
36045 Redondela;Total;2012;30.015
36045 Redondela;Total;2011;30.006
36045 Redondela;Total;2010;30.067
36045 Redondela;Total;2009;30.001
36045 Redondela;Total;2008;30.036
36045 Redondela;Total;2007;29.987
36045 Redondela;Total;2006;30.029
36045 Redondela;Total;2005;29.863
36045 Redondela;Total;2004;29.732
36045 Redondela;Total;2003;29.415
36045 Redondela;Total;2002;29.045
36045 Redondela;Total;2001;29.090
36045 Redondela;Total;2000;29.108
36045 Redondela;Total;1999;28.943
36045 Redondela;Total;1998;28.768
36045 Redondela;Total;1997;""
36045 Redondela;Total;1996;28.893
36045 Redondela;Hombres;2020;14.202
36045 Redondela;Hombres;2019;14.208
36045 Redondela;Hombres;2018;14.219
36045 Redondela;Hombres;2017;14.313
36045 Redondela;Hombres;2016;14.424
36045 Redondela;Hombres;2015;14.516
36045 Redondela;Hombres;2014;14.656
36045 Redondela;Hombres;2013;14.645
36045 Redondela;Hombres;2012;14.692
36045 Redondela;Hombres;2011;14.709
36045 Redondela;Hombres;2010;14.709
36045 Redondela;Hombres;2009;14.684
36045 Redondela;Hombres;2008;14.653
36045 Redondela;Hombres;2007;14.605
36045 Redondela;Hombres;2006;14.635
36045 Redondela;Hombres;2005;14.559
36045 Redondela;Hombres;2004;14.455
36045 Redondela;Hombres;2003;14.298
36045 Redondela;Hombres;2002;14.142
36045 Redondela;Hombres;2001;14.147
36045 Redondela;Hombres;2000;14.130
36045 Redondela;Hombres;1999;14.036
36045 Redondela;Hombres;1998;13.910
36045 Redondela;Hombres;1997;""
36045 Redondela;Hombres;1996;13.991
36045 Redondela;Mujeres;2020;15.039
36045 Redondela;Mujeres;2019;15.010
36045 Redondela;Mujeres;2018;14.975
36045 Redondela;Mujeres;2017;15.079
36045 Redondela;Mujeres;2016;15.139
36045 Redondela;Mujeres;2015;15.181
36045 Redondela;Mujeres;2014;15.253
36045 Redondela;Mujeres;2013;15.273
36045 Redondela;Mujeres;2012;15.323
36045 Redondela;Mujeres;2011;15.297
36045 Redondela;Mujeres;2010;15.358
36045 Redondela;Mujeres;2009;15.317
36045 Redondela;Mujeres;2008;15.383
36045 Redondela;Mujeres;2007;15.382
36045 Redondela;Mujeres;2006;15.394
36045 Redondela;Mujeres;2005;15.304
36045 Redondela;Mujeres;2004;15.277
36045 Redondela;Mujeres;2003;15.117
36045 Redondela;Mujeres;2002;14.903
36045 Redondela;Mujeres;2001;14.943
36045 Redondela;Mujeres;2000;14.978
36045 Redondela;Mujeres;1999;14.907
36045 Redondela;Mujeres;1998;14.858
36045 Redondela;Mujeres;1997;""
36045 Redondela;Mujeres;1996;14.902
36046 Ribadumia;Total;2020;5.105
36046 Ribadumia;Total;2019;5.052
36046 Ribadumia;Total;2018;5.069
36046 Ribadumia;Total;2017;5.081
36046 Ribadumia;Total;2016;5.105
36046 Ribadumia;Total;2015;5.087
36046 Ribadumia;Total;2014;5.103
36046 Ribadumia;Total;2013;5.168
36046 Ribadumia;Total;2012;5.166
36046 Ribadumia;Total;2011;5.107
36046 Ribadumia;Total;2010;5.028
36046 Ribadumia;Total;2009;4.874
36046 Ribadumia;Total;2008;4.781
36046 Ribadumia;Total;2007;4.658
36046 Ribadumia;Total;2006;4.529
36046 Ribadumia;Total;2005;4.317
36046 Ribadumia;Total;2004;4.238
36046 Ribadumia;Total;2003;4.151
36046 Ribadumia;Total;2002;4.182
36046 Ribadumia;Total;2001;4.240
36046 Ribadumia;Total;2000;4.221
36046 Ribadumia;Total;1999;4.214
36046 Ribadumia;Total;1998;4.205
36046 Ribadumia;Total;1997;""
36046 Ribadumia;Total;1996;4.079
36046 Ribadumia;Hombres;2020;2.484
36046 Ribadumia;Hombres;2019;2.459
36046 Ribadumia;Hombres;2018;2.478
36046 Ribadumia;Hombres;2017;2.486
36046 Ribadumia;Hombres;2016;2.484
36046 Ribadumia;Hombres;2015;2.457
36046 Ribadumia;Hombres;2014;2.458
36046 Ribadumia;Hombres;2013;2.492
36046 Ribadumia;Hombres;2012;2.495
36046 Ribadumia;Hombres;2011;2.466
36046 Ribadumia;Hombres;2010;2.423
36046 Ribadumia;Hombres;2009;2.338
36046 Ribadumia;Hombres;2008;2.282
36046 Ribadumia;Hombres;2007;2.219
36046 Ribadumia;Hombres;2006;2.160
36046 Ribadumia;Hombres;2005;2.079
36046 Ribadumia;Hombres;2004;2.042
36046 Ribadumia;Hombres;2003;2.018
36046 Ribadumia;Hombres;2002;2.032
36046 Ribadumia;Hombres;2001;2.067
36046 Ribadumia;Hombres;2000;2.051
36046 Ribadumia;Hombres;1999;2.059
36046 Ribadumia;Hombres;1998;2.051
36046 Ribadumia;Hombres;1997;""
36046 Ribadumia;Hombres;1996;1.975
36046 Ribadumia;Mujeres;2020;2.621
36046 Ribadumia;Mujeres;2019;2.593
36046 Ribadumia;Mujeres;2018;2.591
36046 Ribadumia;Mujeres;2017;2.595
36046 Ribadumia;Mujeres;2016;2.621
36046 Ribadumia;Mujeres;2015;2.630
36046 Ribadumia;Mujeres;2014;2.645
36046 Ribadumia;Mujeres;2013;2.676
36046 Ribadumia;Mujeres;2012;2.671
36046 Ribadumia;Mujeres;2011;2.641
36046 Ribadumia;Mujeres;2010;2.605
36046 Ribadumia;Mujeres;2009;2.536
36046 Ribadumia;Mujeres;2008;2.499
36046 Ribadumia;Mujeres;2007;2.439
36046 Ribadumia;Mujeres;2006;2.369
36046 Ribadumia;Mujeres;2005;2.238
36046 Ribadumia;Mujeres;2004;2.196
36046 Ribadumia;Mujeres;2003;2.133
36046 Ribadumia;Mujeres;2002;2.150
36046 Ribadumia;Mujeres;2001;2.173
36046 Ribadumia;Mujeres;2000;2.170
36046 Ribadumia;Mujeres;1999;2.155
36046 Ribadumia;Mujeres;1998;2.154
36046 Ribadumia;Mujeres;1997;""
36046 Ribadumia;Mujeres;1996;2.104
36047 Rodeiro;Total;2020;2.393
36047 Rodeiro;Total;2019;2.437
36047 Rodeiro;Total;2018;2.509
36047 Rodeiro;Total;2017;2.567
36047 Rodeiro;Total;2016;2.644
36047 Rodeiro;Total;2015;2.700
36047 Rodeiro;Total;2014;2.752
36047 Rodeiro;Total;2013;2.844
36047 Rodeiro;Total;2012;2.931
36047 Rodeiro;Total;2011;3.034
36047 Rodeiro;Total;2010;3.092
36047 Rodeiro;Total;2009;3.143
36047 Rodeiro;Total;2008;3.194
36047 Rodeiro;Total;2007;3.261
36047 Rodeiro;Total;2006;3.317
36047 Rodeiro;Total;2005;3.385
36047 Rodeiro;Total;2004;3.553
36047 Rodeiro;Total;2003;3.734
36047 Rodeiro;Total;2002;4.236
36047 Rodeiro;Total;2001;4.309
36047 Rodeiro;Total;2000;4.355
36047 Rodeiro;Total;1999;4.396
36047 Rodeiro;Total;1998;4.455
36047 Rodeiro;Total;1997;""
36047 Rodeiro;Total;1996;4.578
36047 Rodeiro;Hombres;2020;1.214
36047 Rodeiro;Hombres;2019;1.236
36047 Rodeiro;Hombres;2018;1.274
36047 Rodeiro;Hombres;2017;1.304
36047 Rodeiro;Hombres;2016;1.330
36047 Rodeiro;Hombres;2015;1.371
36047 Rodeiro;Hombres;2014;1.399
36047 Rodeiro;Hombres;2013;1.438
36047 Rodeiro;Hombres;2012;1.480
36047 Rodeiro;Hombres;2011;1.534
36047 Rodeiro;Hombres;2010;1.557
36047 Rodeiro;Hombres;2009;1.579
36047 Rodeiro;Hombres;2008;1.628
36047 Rodeiro;Hombres;2007;1.658
36047 Rodeiro;Hombres;2006;1.688
36047 Rodeiro;Hombres;2005;1.720
36047 Rodeiro;Hombres;2004;1.806
36047 Rodeiro;Hombres;2003;1.902
36047 Rodeiro;Hombres;2002;2.164
36047 Rodeiro;Hombres;2001;2.209
36047 Rodeiro;Hombres;2000;2.232
36047 Rodeiro;Hombres;1999;2.257
36047 Rodeiro;Hombres;1998;2.280
36047 Rodeiro;Hombres;1997;""
36047 Rodeiro;Hombres;1996;2.329
36047 Rodeiro;Mujeres;2020;1.179
36047 Rodeiro;Mujeres;2019;1.201
36047 Rodeiro;Mujeres;2018;1.235
36047 Rodeiro;Mujeres;2017;1.263
36047 Rodeiro;Mujeres;2016;1.314
36047 Rodeiro;Mujeres;2015;1.329
36047 Rodeiro;Mujeres;2014;1.353
36047 Rodeiro;Mujeres;2013;1.406
36047 Rodeiro;Mujeres;2012;1.451
36047 Rodeiro;Mujeres;2011;1.500
36047 Rodeiro;Mujeres;2010;1.535
36047 Rodeiro;Mujeres;2009;1.564
36047 Rodeiro;Mujeres;2008;1.566
36047 Rodeiro;Mujeres;2007;1.603
36047 Rodeiro;Mujeres;2006;1.629
36047 Rodeiro;Mujeres;2005;1.665
36047 Rodeiro;Mujeres;2004;1.747
36047 Rodeiro;Mujeres;2003;1.832
36047 Rodeiro;Mujeres;2002;2.072
36047 Rodeiro;Mujeres;2001;2.100
36047 Rodeiro;Mujeres;2000;2.123
36047 Rodeiro;Mujeres;1999;2.139
36047 Rodeiro;Mujeres;1998;2.175
36047 Rodeiro;Mujeres;1997;""
36047 Rodeiro;Mujeres;1996;2.249
36048 Rosal, O;Total;2020;6.289
36048 Rosal, O;Total;2019;6.234
36048 Rosal, O;Total;2018;6.249
36048 Rosal, O;Total;2017;6.328
36048 Rosal, O;Total;2016;6.349
36048 Rosal, O;Total;2015;6.406
36048 Rosal, O;Total;2014;6.455
36048 Rosal, O;Total;2013;6.531
36048 Rosal, O;Total;2012;6.574
36048 Rosal, O;Total;2011;6.613
36048 Rosal, O;Total;2010;6.595
36048 Rosal, O;Total;2009;6.570
36048 Rosal, O;Total;2008;6.462
36048 Rosal, O;Total;2007;6.402
36048 Rosal, O;Total;2006;6.326
36048 Rosal, O;Total;2005;6.183
36048 Rosal, O;Total;2004;5.992
36048 Rosal, O;Total;2003;5.942
36048 Rosal, O;Total;2002;5.933
36048 Rosal, O;Total;2001;5.892
36048 Rosal, O;Total;2000;5.846
36048 Rosal, O;Total;1999;5.807
36048 Rosal, O;Total;1998;5.807
36048 Rosal, O;Total;1997;""
36048 Rosal, O;Total;1996;5.866
36048 Rosal, O;Hombres;2020;3.092
36048 Rosal, O;Hombres;2019;3.062
36048 Rosal, O;Hombres;2018;3.070
36048 Rosal, O;Hombres;2017;3.110
36048 Rosal, O;Hombres;2016;3.123
36048 Rosal, O;Hombres;2015;3.154
36048 Rosal, O;Hombres;2014;3.180
36048 Rosal, O;Hombres;2013;3.220
36048 Rosal, O;Hombres;2012;3.257
36048 Rosal, O;Hombres;2011;3.277
36048 Rosal, O;Hombres;2010;3.261
36048 Rosal, O;Hombres;2009;3.246
36048 Rosal, O;Hombres;2008;3.193
36048 Rosal, O;Hombres;2007;3.147
36048 Rosal, O;Hombres;2006;3.094
36048 Rosal, O;Hombres;2005;3.019
36048 Rosal, O;Hombres;2004;2.921
36048 Rosal, O;Hombres;2003;2.891
36048 Rosal, O;Hombres;2002;2.869
36048 Rosal, O;Hombres;2001;2.850
36048 Rosal, O;Hombres;2000;2.811
36048 Rosal, O;Hombres;1999;2.792
36048 Rosal, O;Hombres;1998;2.797
36048 Rosal, O;Hombres;1997;""
36048 Rosal, O;Hombres;1996;2.834
36048 Rosal, O;Mujeres;2020;3.197
36048 Rosal, O;Mujeres;2019;3.172
36048 Rosal, O;Mujeres;2018;3.179
36048 Rosal, O;Mujeres;2017;3.218
36048 Rosal, O;Mujeres;2016;3.226
36048 Rosal, O;Mujeres;2015;3.252
36048 Rosal, O;Mujeres;2014;3.275
36048 Rosal, O;Mujeres;2013;3.311
36048 Rosal, O;Mujeres;2012;3.317
36048 Rosal, O;Mujeres;2011;3.336
36048 Rosal, O;Mujeres;2010;3.334
36048 Rosal, O;Mujeres;2009;3.324
36048 Rosal, O;Mujeres;2008;3.269
36048 Rosal, O;Mujeres;2007;3.255
36048 Rosal, O;Mujeres;2006;3.232
36048 Rosal, O;Mujeres;2005;3.164
36048 Rosal, O;Mujeres;2004;3.071
36048 Rosal, O;Mujeres;2003;3.051
36048 Rosal, O;Mujeres;2002;3.064
36048 Rosal, O;Mujeres;2001;3.042
36048 Rosal, O;Mujeres;2000;3.035
36048 Rosal, O;Mujeres;1999;3.015
36048 Rosal, O;Mujeres;1998;3.010
36048 Rosal, O;Mujeres;1997;""
36048 Rosal, O;Mujeres;1996;3.032
36049 Salceda de Caselas;Total;2020;9.173
36049 Salceda de Caselas;Total;2019;9.164
36049 Salceda de Caselas;Total;2018;9.146
36049 Salceda de Caselas;Total;2017;9.017
36049 Salceda de Caselas;Total;2016;8.914
36049 Salceda de Caselas;Total;2015;8.873
36049 Salceda de Caselas;Total;2014;8.890
36049 Salceda de Caselas;Total;2013;8.887
36049 Salceda de Caselas;Total;2012;8.835
36049 Salceda de Caselas;Total;2011;8.665
36049 Salceda de Caselas;Total;2010;8.448
36049 Salceda de Caselas;Total;2009;8.289
36049 Salceda de Caselas;Total;2008;7.938
36049 Salceda de Caselas;Total;2007;7.686
36049 Salceda de Caselas;Total;2006;7.402
36049 Salceda de Caselas;Total;2005;7.176
36049 Salceda de Caselas;Total;2004;6.835
36049 Salceda de Caselas;Total;2003;6.710
36049 Salceda de Caselas;Total;2002;6.543
36049 Salceda de Caselas;Total;2001;6.349
36049 Salceda de Caselas;Total;2000;6.144
36049 Salceda de Caselas;Total;1999;6.019
36049 Salceda de Caselas;Total;1998;6.009
36049 Salceda de Caselas;Total;1997;""
36049 Salceda de Caselas;Total;1996;6.074
36049 Salceda de Caselas;Hombres;2020;4.580
36049 Salceda de Caselas;Hombres;2019;4.566
36049 Salceda de Caselas;Hombres;2018;4.557
36049 Salceda de Caselas;Hombres;2017;4.498
36049 Salceda de Caselas;Hombres;2016;4.452
36049 Salceda de Caselas;Hombres;2015;4.433
36049 Salceda de Caselas;Hombres;2014;4.467
36049 Salceda de Caselas;Hombres;2013;4.470
36049 Salceda de Caselas;Hombres;2012;4.477
36049 Salceda de Caselas;Hombres;2011;4.388
36049 Salceda de Caselas;Hombres;2010;4.269
36049 Salceda de Caselas;Hombres;2009;4.189
36049 Salceda de Caselas;Hombres;2008;4.017
36049 Salceda de Caselas;Hombres;2007;3.925
36049 Salceda de Caselas;Hombres;2006;3.754
36049 Salceda de Caselas;Hombres;2005;3.645
36049 Salceda de Caselas;Hombres;2004;3.414
36049 Salceda de Caselas;Hombres;2003;3.345
36049 Salceda de Caselas;Hombres;2002;3.225
36049 Salceda de Caselas;Hombres;2001;3.126
36049 Salceda de Caselas;Hombres;2000;3.007
36049 Salceda de Caselas;Hombres;1999;2.942
36049 Salceda de Caselas;Hombres;1998;2.921
36049 Salceda de Caselas;Hombres;1997;""
36049 Salceda de Caselas;Hombres;1996;2.950
36049 Salceda de Caselas;Mujeres;2020;4.593
36049 Salceda de Caselas;Mujeres;2019;4.598
36049 Salceda de Caselas;Mujeres;2018;4.589
36049 Salceda de Caselas;Mujeres;2017;4.519
36049 Salceda de Caselas;Mujeres;2016;4.462
36049 Salceda de Caselas;Mujeres;2015;4.440
36049 Salceda de Caselas;Mujeres;2014;4.423
36049 Salceda de Caselas;Mujeres;2013;4.417
36049 Salceda de Caselas;Mujeres;2012;4.358
36049 Salceda de Caselas;Mujeres;2011;4.277
36049 Salceda de Caselas;Mujeres;2010;4.179
36049 Salceda de Caselas;Mujeres;2009;4.100
36049 Salceda de Caselas;Mujeres;2008;3.921
36049 Salceda de Caselas;Mujeres;2007;3.761
36049 Salceda de Caselas;Mujeres;2006;3.648
36049 Salceda de Caselas;Mujeres;2005;3.531
36049 Salceda de Caselas;Mujeres;2004;3.421
36049 Salceda de Caselas;Mujeres;2003;3.365
36049 Salceda de Caselas;Mujeres;2002;3.318
36049 Salceda de Caselas;Mujeres;2001;3.223
36049 Salceda de Caselas;Mujeres;2000;3.137
36049 Salceda de Caselas;Mujeres;1999;3.077
36049 Salceda de Caselas;Mujeres;1998;3.088
36049 Salceda de Caselas;Mujeres;1997;""
36049 Salceda de Caselas;Mujeres;1996;3.124
36050 Salvaterra de Miño;Total;2020;9.990
36050 Salvaterra de Miño;Total;2019;9.819
36050 Salvaterra de Miño;Total;2018;9.691
36050 Salvaterra de Miño;Total;2017;9.657
36050 Salvaterra de Miño;Total;2016;9.566
36050 Salvaterra de Miño;Total;2015;9.619
36050 Salvaterra de Miño;Total;2014;9.626
36050 Salvaterra de Miño;Total;2013;9.816
36050 Salvaterra de Miño;Total;2012;9.677
36050 Salvaterra de Miño;Total;2011;9.546
36050 Salvaterra de Miño;Total;2010;9.456
36050 Salvaterra de Miño;Total;2009;9.293
36050 Salvaterra de Miño;Total;2008;9.140
36050 Salvaterra de Miño;Total;2007;8.761
36050 Salvaterra de Miño;Total;2006;8.505
36050 Salvaterra de Miño;Total;2005;8.375
36050 Salvaterra de Miño;Total;2004;8.019
36050 Salvaterra de Miño;Total;2003;8.117
36050 Salvaterra de Miño;Total;2002;8.240
36050 Salvaterra de Miño;Total;2001;8.320
36050 Salvaterra de Miño;Total;2000;8.501
36050 Salvaterra de Miño;Total;1999;8.453
36050 Salvaterra de Miño;Total;1998;8.589
36050 Salvaterra de Miño;Total;1997;""
36050 Salvaterra de Miño;Total;1996;8.778
36050 Salvaterra de Miño;Hombres;2020;4.999
36050 Salvaterra de Miño;Hombres;2019;4.905
36050 Salvaterra de Miño;Hombres;2018;4.846
36050 Salvaterra de Miño;Hombres;2017;4.813
36050 Salvaterra de Miño;Hombres;2016;4.764
36050 Salvaterra de Miño;Hombres;2015;4.796
36050 Salvaterra de Miño;Hombres;2014;4.822
36050 Salvaterra de Miño;Hombres;2013;4.930
36050 Salvaterra de Miño;Hombres;2012;4.871
36050 Salvaterra de Miño;Hombres;2011;4.813
36050 Salvaterra de Miño;Hombres;2010;4.747
36050 Salvaterra de Miño;Hombres;2009;4.634
36050 Salvaterra de Miño;Hombres;2008;4.596
36050 Salvaterra de Miño;Hombres;2007;4.362
36050 Salvaterra de Miño;Hombres;2006;4.203
36050 Salvaterra de Miño;Hombres;2005;4.105
36050 Salvaterra de Miño;Hombres;2004;3.913
36050 Salvaterra de Miño;Hombres;2003;3.944
36050 Salvaterra de Miño;Hombres;2002;3.985
36050 Salvaterra de Miño;Hombres;2001;3.987
36050 Salvaterra de Miño;Hombres;2000;4.067
36050 Salvaterra de Miño;Hombres;1999;4.043
36050 Salvaterra de Miño;Hombres;1998;4.110
36050 Salvaterra de Miño;Hombres;1997;""
36050 Salvaterra de Miño;Hombres;1996;4.193
36050 Salvaterra de Miño;Mujeres;2020;4.991
36050 Salvaterra de Miño;Mujeres;2019;4.914
36050 Salvaterra de Miño;Mujeres;2018;4.845
36050 Salvaterra de Miño;Mujeres;2017;4.844
36050 Salvaterra de Miño;Mujeres;2016;4.802
36050 Salvaterra de Miño;Mujeres;2015;4.823
36050 Salvaterra de Miño;Mujeres;2014;4.804
36050 Salvaterra de Miño;Mujeres;2013;4.886
36050 Salvaterra de Miño;Mujeres;2012;4.806
36050 Salvaterra de Miño;Mujeres;2011;4.733
36050 Salvaterra de Miño;Mujeres;2010;4.709
36050 Salvaterra de Miño;Mujeres;2009;4.659
36050 Salvaterra de Miño;Mujeres;2008;4.544
36050 Salvaterra de Miño;Mujeres;2007;4.399
36050 Salvaterra de Miño;Mujeres;2006;4.302
36050 Salvaterra de Miño;Mujeres;2005;4.270
36050 Salvaterra de Miño;Mujeres;2004;4.106
36050 Salvaterra de Miño;Mujeres;2003;4.173
36050 Salvaterra de Miño;Mujeres;2002;4.255
36050 Salvaterra de Miño;Mujeres;2001;4.333
36050 Salvaterra de Miño;Mujeres;2000;4.434
36050 Salvaterra de Miño;Mujeres;1999;4.410
36050 Salvaterra de Miño;Mujeres;1998;4.479
36050 Salvaterra de Miño;Mujeres;1997;""
36050 Salvaterra de Miño;Mujeres;1996;4.585
36051 Sanxenxo;Total;2020;17.414
36051 Sanxenxo;Total;2019;17.347
36051 Sanxenxo;Total;2018;17.212
36051 Sanxenxo;Total;2017;17.241
36051 Sanxenxo;Total;2016;17.314
36051 Sanxenxo;Total;2015;17.391
36051 Sanxenxo;Total;2014;17.543
36051 Sanxenxo;Total;2013;17.582
36051 Sanxenxo;Total;2012;17.604
36051 Sanxenxo;Total;2011;17.586
36051 Sanxenxo;Total;2010;17.500
36051 Sanxenxo;Total;2009;17.315
36051 Sanxenxo;Total;2008;17.216
36051 Sanxenxo;Total;2007;17.077
36051 Sanxenxo;Total;2006;16.914
36051 Sanxenxo;Total;2005;16.598
36051 Sanxenxo;Total;2004;16.424
36051 Sanxenxo;Total;2003;16.312
36051 Sanxenxo;Total;2002;16.222
36051 Sanxenxo;Total;2001;16.203
36051 Sanxenxo;Total;2000;16.183
